Amplicon_Length	Combination_Name	Forward_Primer	Reference	Reverse_Primer
528	DENV4_19_LEFT_F_DENV3_20_RIGHT_R	DENV4_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_20_RIGHT_R
387	DENV4_19_LEFT_F_DENV4_19_RIGHT_R	DENV4_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_19_RIGHT_R
690	DENV4_19_LEFT_F_DENV4_20_RIGHT_R	DENV4_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_20_RIGHT_R
843	DENV4_19_LEFT_F_D3_R	DENV4_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D3_R
577	DENV4_19_LEFT_F_DENV2_SP5_R	DENV4_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_SP5_R
252	DENV4_19_LEFT_F_DENV3_SP4_R	DENV4_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_SP4_R
323	DENV4_19_LEFT_F_REV644-665_R	DENV4_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	REV644-665_R
602	DENV4_19_LEFT_F_DEN1_CC_3_R	DENV4_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN1_CC_3_R
680	DENV4_19_LEFT_F_DEN3_CC_4_R	DENV4_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN3_CC_4_R
473	DENV4_19_LEFT_F_RSS24_R	DENV4_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	RSS24_R
490	DENV4_19_LEFT_F_DENV2C_R	DENV4_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2C_R
762	DENV4_19_LEFT_F_DEN1_reverse_R	DENV4_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN1_reverse_R
806	DENV4_19_LEFT_F_DoaSSMfPSaGoDV_10_R	DENV4_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DoaSSMfPSaGoDV_10_R
647	DENV4_19_LEFT_F_2G2P5_R	DENV4_19_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	2G2P5_R
796	DENV4_19_LEFT_F_DENV2_31_RIGHT_R	DENV4_19_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_31_RIGHT_R
174	DENV4_19_LEFT_F_DENV3_9_RIGHT_R	DENV4_19_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_9_RIGHT_R
388	DENV4_19_LEFT_F_DENV3_24_RIGHT_R	DENV4_19_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_24_RIGHT_R
390	DENV4_19_LEFT_F_DENV1_RN_R2_R	DENV4_19_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_RN_R2_R
620	DENV4_19_LEFT_F_NS3-1-O_R	DENV4_19_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	NS3-1-O_R
313	DENV4_19_LEFT_F_P1_R	DENV4_19_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	P1_R
534	DENV4_19_LEFT_F_DEN4_CC_3_R	DENV4_19_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DEN4_CC_3_R
875	DENV4_19_LEFT_F_D3R1758_R	DENV4_19_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	D3R1758_R
764	DENV4_19_LEFT_F_DEN4_reverse_R	DENV4_19_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DEN4_reverse_R
414	DENV4_19_LEFT_F_DENV2_8_RIGHT_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_8_RIGHT_R
241	DENV4_19_LEFT_F_DENV2_10_RIGHT_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_10_RIGHT_R
471	DENV4_19_LEFT_F_DENV2_11_RIGHT_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_11_RIGHT_R
177	DENV4_19_LEFT_F_DENV2_17_RIGHT_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_17_RIGHT_R
365	DENV4_19_LEFT_F_DENV3_10_RIGHT_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_10_RIGHT_R
976	DENV4_19_LEFT_F_DENV3_12_RIGHT_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_12_RIGHT_R
751	DENV4_19_LEFT_F_DENV4_14_RIGHT_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV4_14_RIGHT_R
757	DENV4_19_LEFT_F_DENV4_25_RIGHT_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV4_25_RIGHT_R
771	DENV4_19_LEFT_F_D1_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	D1_R
556	DENV4_19_LEFT_F_D4_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	D4_R
504	DENV4_19_LEFT_F_DENV1_34_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_34_R
413	DENV4_19_LEFT_F_Den2-2444_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	Den2-2444_R
254	DENV4_19_LEFT_F_DENV3_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_R
438	DENV4_19_LEFT_F_DEN2_CC_2_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DEN2_CC_2_R
850	DENV4_19_LEFT_F_DEN3_CC_2_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DEN3_CC_2_R
667	DENV4_19_LEFT_F_Reverse_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	Reverse_R
521	DENV4_19_LEFT_F_TS1_R	DENV4_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	TS1_R
959	DENV4_19_LEFT_F_1G1P1_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	1G1P1_R
510	DENV4_19_LEFT_F_DENV1_34_RIGHT_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_34_RIGHT_R
792	DENV4_19_LEFT_F_DENV1_35_RIGHT_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_35_RIGHT_R
225	DENV4_19_LEFT_F_DENV2_35_RIGHT_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_35_RIGHT_R
842	DENV4_19_LEFT_F_DENV2_37_RIGHT_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_37_RIGHT_R
695	DENV4_19_LEFT_F_DENV3_13_RIGHT_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_13_RIGHT_R
206	DENV4_19_LEFT_F_DENV3_32_RIGHT_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_32_RIGHT_R
503	DENV4_19_LEFT_F_DENV3_33_RIGHT_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_33_RIGHT_R
981	DENV4_19_LEFT_F_DENV3_35_RIGHT_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_35_RIGHT_R
402	DENV4_19_LEFT_F_DENV4_33_RIGHT_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_33_RIGHT_R
787	DENV4_19_LEFT_F_DENV4_34_RIGHT_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_34_RIGHT_R
919	DENV4_19_LEFT_F_DENV4_35_RIGHT_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_35_RIGHT_R
266	DENV4_19_LEFT_F_DENV1_SP4_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_SP4_R
436	DENV4_19_LEFT_F_DENV1_SP5_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_SP5_R
447	DENV4_19_LEFT_F_DENV2_SP4_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_SP4_R
640	DENV4_19_LEFT_F_DENV3_SP5_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_SP5_R
945	DENV4_19_LEFT_F_DENV2_36_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_36_R
615	DENV4_19_LEFT_F_DENV3_32_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_32_R
792	DENV4_19_LEFT_F_Smnfgsodv_7_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Smnfgsodv_7_R
916	DENV4_19_LEFT_F_D-R3_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D-R3_R
753	DENV4_19_LEFT_F_GAPDH_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	GAPDH_R
395	DENV4_19_LEFT_F_DodvRipaposdibutTaas_2_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DodvRipaposdibutTaas_2_R
390	DENV4_19_LEFT_F_DodvRipaposdibutTaas_4_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DodvRipaposdibutTaas_4_R
958	DENV4_19_LEFT_F_DENV_R1-3_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV_R1-3_R
958	DENV4_19_LEFT_F_DENV_R4_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV_R4_R
996	DENV4_19_LEFT_F_Den4_R10653_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Den4_R10653_R
317	DENV4_19_LEFT_F_DENV1_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_R
500	DENV4_19_LEFT_F_P5_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	P5_R
958	DENV4_19_LEFT_F_DEN1_CC_J_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN1_CC_J_R
596	DENV4_19_LEFT_F_D4C_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D4C_R
938	DENV4_19_LEFT_F_DEN_RP2_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN_RP2_R
976	DENV4_19_LEFT_F_DenAs_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DenAs_R
264	DENV4_19_LEFT_F_S07100620_RT_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	S07100620_RT_R
355	DENV4_19_LEFT_F_DENV-2_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV-2_R
998	DENV4_19_LEFT_F_D2-10723_RV_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D2-10723_RV_R
997	DENV4_19_LEFT_F_Primer_3_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Primer_3_R
678	DENV4_19_LEFT_F_Primer_4_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Primer_4_R
901	DENV4_19_LEFT_F_QSP-D4L_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	QSP-D4L_R
958	DENV4_19_LEFT_F_QST-D1L_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	QST-D1L_R
919	DENV4_19_LEFT_F_QST-D3L_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	QST-D3L_R
961	DENV4_19_LEFT_F_QST-D4L_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	QST-D4L_R
965	DENV4_19_LEFT_F_DENV.3_P.QRA_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV.3_P.QRA_R
337	DENV4_19_LEFT_F_DoaSSMfPSaGoDV_8_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DoaSSMfPSaGoDV_8_R
875	DENV4_19_LEFT_F_CDC10564_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	CDC10564_R
460	DENV4_19_LEFT_F_10_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	10_R
962	DENV4_19_LEFT_F_Pan-DENV_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Pan-DENV_R
992	DENV4_19_LEFT_F_Dengue-2_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Dengue-2_R
976	DENV4_19_LEFT_F_R2_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	R2_R
395	DENV4_19_LEFT_F_Pohggtaitpbopwadhf_2_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Pohggtaitpbopwadhf_2_R
390	DENV4_19_LEFT_F_Pohggtaitpbopwadhf_4_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Pohggtaitpbopwadhf_4_R
935	DENV4_19_LEFT_F_D1–4_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D1–4_R
996	DENV4_19_LEFT_F_Den1_R10735_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Den1_R10735_R
965	DENV4_19_LEFT_F_Fragment_B_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Fragment_B_R
961	DENV4_19_LEFT_F_Group_reverse_R	DENV4_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Group_reverse_R
604	DENV4_20_LEFT_F_D2_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D2_R
234	DENV4_20_LEFT_F_MsoaiN_2_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	MsoaiN_2_R
448	DENV4_20_LEFT_F_DENV1_1_RIGHT_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_1_RIGHT_R
757	DENV4_20_LEFT_F_DENV1_2_RIGHT_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_2_RIGHT_R
448	DENV4_20_LEFT_F_DENV2_1_RIGHT_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_1_RIGHT_R
742	DENV4_20_LEFT_F_DENV2_2_RIGHT_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_2_RIGHT_R
680	DENV4_20_LEFT_F_DENV3_2_RIGHT_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_2_RIGHT_R
986	DENV4_20_LEFT_F_DENV3_3_RIGHT_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_3_RIGHT_R
951	DENV4_20_LEFT_F_DENV4_27_RIGHT_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_27_RIGHT_R
294	DENV4_20_LEFT_F_D1_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D1_R
504	DENV4_20_LEFT_F_D3_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D3_R
761	DENV4_20_LEFT_F_D4_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D4_R
755	DENV4_20_LEFT_F_DencomR2_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DencomR2_R
267	DENV4_20_LEFT_F_GRP78_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	GRP78_R
270	DENV4_20_LEFT_F_DN_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DN_R
163	DENV4_20_LEFT_F_DENV4_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_R
996	DENV4_20_LEFT_F_RSS12_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	RSS12_R
911	DENV4_20_LEFT_F_D2-C_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D2-C_R
584	DENV4_20_LEFT_F_DEN-1_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN-1_R
294	DENV4_20_LEFT_F_TM_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	TM_R
898	DENV4_20_LEFT_F_Cebeof_3_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Cebeof_3_R
171	DENV4_20_LEFT_F_DEN-3_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN-3_R
242	DENV4_20_LEFT_F_DEN-2_Reverse_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN-2_Reverse_R
462	DENV4_20_LEFT_F_DEN4_reverse_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN4_reverse_R
492	DENV4_20_LEFT_F_TS4_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	TS4_R
272	DENV4_20_LEFT_F_Reverse_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Reverse_R
155	DENV4_20_LEFT_F_CYD4_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	CYD4_R
252	DENV4_20_LEFT_F_DEN2-5C_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN2-5C_R
585	DENV4_20_LEFT_F_TS1_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	TS1_R
959	DENV4_20_LEFT_F_DEN-4_C_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN-4_C_R
488	DENV4_20_LEFT_F_Den-4_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Den-4_R
312	DENV4_20_LEFT_F_rTS1_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	rTS1_R
360	DENV4_20_LEFT_F_rTS4_R	DENV4_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	rTS4_R
343	DENV4_20_LEFT_F_2G2P5_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	2G2P5_R
904	DENV4_20_LEFT_F_DENV1_23_RIGHT_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_23_RIGHT_R
998	DENV4_20_LEFT_F_DENV1_32_RIGHT_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_32_RIGHT_R
323	DENV4_20_LEFT_F_DENV2_22_RIGHT_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_22_RIGHT_R
794	DENV4_20_LEFT_F_DENV2_24_RIGHT_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_24_RIGHT_R
492	DENV4_20_LEFT_F_DENV2_31_RIGHT_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_31_RIGHT_R
868	DENV4_20_LEFT_F_DENV3_22_RIGHT_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_22_RIGHT_R
386	DENV4_20_LEFT_F_DENV4_20_RIGHT_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_20_RIGHT_R
704	DENV4_20_LEFT_F_DENV4_21_RIGHT_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_21_RIGHT_R
945	DENV4_20_LEFT_F_DENV4_22_RIGHT_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_22_RIGHT_R
316	DENV4_20_LEFT_F_NS3-1-O_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	NS3-1-O_R
743	DENV4_20_LEFT_F_Fragment_A_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	Fragment_A_R
571	DENV4_20_LEFT_F_D3R1758_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	D3R1758_R
931	DENV4_20_LEFT_F_DEN2-2420_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DEN2-2420_R
769	DENV4_20_LEFT_F_TS3_R	DENV4_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	TS3_R
552	DENV4_20_LEFT_F_DENV1_13_RIGHT_R	DENV4_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_13_RIGHT_R
382	DENV4_20_LEFT_F_DENV1_29_RIGHT_R	DENV4_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_29_RIGHT_R
416	DENV4_20_LEFT_F_DENV2_16_RIGHT_R	DENV4_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_16_RIGHT_R
177	DENV4_20_LEFT_F_DENV2_30_RIGHT_R	DENV4_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_30_RIGHT_R
720	DENV4_20_LEFT_F_DENV2_32_RIGHT_R	DENV4_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_32_RIGHT_R
377	DENV4_20_LEFT_F_DENV3_28_RIGHT_R	DENV4_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_28_RIGHT_R
989	DENV4_20_LEFT_F_DENV3_30_RIGHT_R	DENV4_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_30_RIGHT_R
517	DENV4_20_LEFT_F_DENV1_RN_R2_R	DENV4_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_RN_R2_R
186	DENV4_20_LEFT_F_Den4_R8508_R	DENV4_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	Den4_R8508_R
382	DENV4_20_LEFT_F_DEN-1-reverse_R	DENV4_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DEN-1-reverse_R
913	DENV4_20_LEFT_F_DENV-2_R	DENV4_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV-2_R
600	DENV4_20_LEFT_F_DEN-2_R	DENV4_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DEN-2_R
683	DENV4_20_LEFT_F_DENV1_30_RIGHT_R	DENV4_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_30_RIGHT_R
867	DENV4_20_LEFT_F_DENV_NS5_R	DENV4_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV_NS5_R
295	DENV4_20_LEFT_F_DENV1_20_RIGHT_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_20_RIGHT_R
412	DENV4_20_LEFT_F_DENV1_25_RIGHT_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_25_RIGHT_R
722	DENV4_20_LEFT_F_DENV1_26_RIGHT_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_26_RIGHT_R
578	DENV4_20_LEFT_F_DENV2_27_RIGHT_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_27_RIGHT_R
859	DENV4_20_LEFT_F_DENV2_28_RIGHT_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_28_RIGHT_R
952	DENV4_20_LEFT_F_DENV3_1_RIGHT_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_1_RIGHT_R
743	DENV4_20_LEFT_F_DENV3_16_RIGHT_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_16_RIGHT_R
703	DENV4_20_LEFT_F_DENV3_25_RIGHT_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_25_RIGHT_R
542	DENV4_20_LEFT_F_DENV4_15_RIGHT_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_15_RIGHT_R
445	DENV4_20_LEFT_F_DENV4_24_RIGHT_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_24_RIGHT_R
619	DENV4_20_LEFT_F_DENV4_26_RIGHT_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_26_RIGHT_R
503	DENV4_20_LEFT_F_DENV1_18_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_18_R
957	DENV4_20_LEFT_F_DENV1_34_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_34_R
494	DENV4_20_LEFT_F_REV644-665_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	REV644-665_R
668	DENV4_20_LEFT_F_Den1_R7740_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Den1_R7740_R
957	DENV4_20_LEFT_F_Den2_R8023_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Den2_R8023_R
977	DENV4_20_LEFT_F_Den3_R8037_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Den3_R8037_R
306	DENV4_20_LEFT_F_DEN2_CC_4_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN2_CC_4_R
475	DENV4_20_LEFT_F_DEN3_CC_B_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN3_CC_B_R
279	DENV4_20_LEFT_F_DEN3_CC_4_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN3_CC_4_R
197	DENV4_20_LEFT_F_D3R1340_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D3R1340_R
530	DENV4_20_LEFT_F_d4a6_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	d4a6_R
498	DENV4_20_LEFT_F_DENV-1_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV-1_R
941	DENV4_20_LEFT_F_D2-8006_RV_R	DENV4_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D2-8006_RV_R
619	DENV4_21_LEFT_F_DENV2_13_RIGHT_R	DENV4_21_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_13_RIGHT_R
482	DENV4_21_LEFT_F_DENV2_24_RIGHT_R	DENV4_21_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_24_RIGHT_R
783	DENV4_21_LEFT_F_DENV2_25_RIGHT_R	DENV4_21_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_25_RIGHT_R
709	DENV4_21_LEFT_F_DENV3_1_RIGHT_R	DENV4_21_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_1_RIGHT_R
200	DENV4_21_LEFT_F_DENV3_4_RIGHT_R	DENV4_21_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_4_RIGHT_R
556	DENV4_21_LEFT_F_DENV3_22_RIGHT_R	DENV4_21_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_22_RIGHT_R
865	DENV4_21_LEFT_F_DENV3_23_RIGHT_R	DENV4_21_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_23_RIGHT_R
