Amplicon_Length	Combination_Name	Forward_Primer	Reference	Reverse_Primer
101	DENV1_4_LEFT_F_DENV4_3_RIGHT_R	DENV1_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_3_RIGHT_R
408	DENV1_4_LEFT_F_DENV4_4_RIGHT_R	DENV1_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_4_RIGHT_R
390	DENV1_4_LEFT_F_DENV4_4_R	DENV1_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_4_R
124	DENV1_4_LEFT_F_REV382-400_R	DENV1_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	REV382-400_R
384	DENV1_4_LEFT_F_DENV1_R	DENV1_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_R
488	DENV1_4_LEFT_F_DEN2_CC_1_R	DENV1_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DEN2_CC_1_R
243	DENV1_4_LEFT_F_DEN3_CC_B_R	DENV1_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DEN3_CC_B_R
400	DENV1_4_LEFT_F_DEN4_CC_1_R	DENV1_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DEN4_CC_1_R
305	DENV1_4_LEFT_F_D3R1340_R	DENV1_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	D3R1340_R
343	DENV1_4_LEFT_F_d4a6_R	DENV1_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	d4a6_R
480	DENV1_4_LEFT_F_D2-2691_RV_R	DENV1_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	D2-2691_RV_R
233	DENV1_4_LEFT_F_DEN-2_Reverse_R	DENV1_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DEN-2_Reverse_R
269	DENV1_4_LEFT_F_1453-1471_R	DENV1_4_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	1453-1471_R
450	DENV1_4_LEFT_F_DENV2_25_RIGHT_R	DENV1_4_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_25_RIGHT_R
348	DENV1_4_LEFT_F_DENV3_13_RIGHT_R	DENV1_4_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_13_RIGHT_R
459	DENV1_4_LEFT_F_DENV4_13_RIGHT_R	DENV1_4_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV4_13_RIGHT_R
455	DENV1_4_LEFT_F_DENV4_30_RIGHT_R	DENV1_4_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV4_30_RIGHT_R
282	DENV1_4_LEFT_F_D1_R	DENV1_4_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	D1_R
330	DENV1_4_LEFT_F_DENV3_12_R	DENV1_4_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_12_R
346	DENV1_4_LEFT_F_REV644-665_R	DENV1_4_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	REV644-665_R
273	DENV1_4_LEFT_F_DENV-4_R	DENV1_4_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV-4_R
372	DENV1_4_LEFT_F_DENV1_4_RIGHT_R	DENV1_4_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_4_RIGHT_R
274	DENV1_4_LEFT_F_DENV2_4_RIGHT_R	DENV1_4_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_4_RIGHT_R
302	DENV1_4_LEFT_F_DENV3_4_RIGHT_R	DENV1_4_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_4_RIGHT_R
210	DENV1_4_LEFT_F_DENV3_6_RIGHT_R	DENV1_4_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_6_RIGHT_R
395	DENV1_4_LEFT_F_D2C_R	DENV1_4_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D2C_R
235	DENV1_4_LEFT_F_DENV3_20_R	DENV1_4_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_20_R
142	DENV1_4_LEFT_F_D-L_R	DENV1_4_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D-L_R
500	DENV1_4_LEFT_F_REV382-400_R	DENV1_4_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	REV382-400_R
498	DENV1_4_LEFT_F_P1_R	DENV1_4_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	P1_R
488	DENV1_4_LEFT_F_DEN2_CC_1_R	DENV1_4_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN2_CC_1_R
456	DENV1_4_LEFT_F_DENV-2_R	DENV1_4_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV-2_R
123	DENV1_4_LEFT_F_Dciam3n(eodviiioDis_4_R	DENV1_4_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Dciam3n(eodviiioDis_4_R
213	DENV1_5_LEFT_F_D2_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D2_R
395	DENV1_5_LEFT_F_DENV1_5_RIGHT_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_5_RIGHT_R
262	DENV1_5_LEFT_F_DENV2_5_RIGHT_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_5_RIGHT_R
260	DENV1_5_LEFT_F_DENV2_16_RIGHT_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_16_RIGHT_R
321	DENV1_5_LEFT_F_DENV3_5_RIGHT_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_5_RIGHT_R
364	DENV1_5_LEFT_F_DENV2_6_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_6_R
102	DENV1_5_LEFT_F_DENV4_4_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_4_R
454	DENV1_5_LEFT_F_Den3-1752_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Den3-1752_R
320	DENV1_5_LEFT_F_DENV1_RN_R2_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_RN_R2_R
360	DENV1_5_LEFT_F_DENV4_RN_R2_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_RN_R2_R
353	DENV1_5_LEFT_F_DEN1_CC_1_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN1_CC_1_R
200	DENV1_5_LEFT_F_DEN2_CC_1_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN2_CC_1_R
224	DENV1_5_LEFT_F_DEN3_CC_1_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN3_CC_1_R
466	DENV1_5_LEFT_F_DEN3_CC_2_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN3_CC_2_R
441	DENV1_5_LEFT_F_D3R1758_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D3R1758_R
213	DENV1_5_LEFT_F_DENV-2_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV-2_R
225	DENV1_5_LEFT_F_DEN-2_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN-2_R
243	DENV1_5_LEFT_F_d1E209HAA2_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	d1E209HAA2_R
390	DENV1_5_LEFT_F_d1E258GAA2_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	d1E258GAA2_R
213	DENV1_5_LEFT_F_FaaCoUFiSPPAPR_4_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	FaaCoUFiSPPAPR_4_R
417	DENV1_5_LEFT_F_Env_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Env_R
213	DENV1_5_LEFT_F_DEN-2_C_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN-2_C_R
260	DENV1_5_LEFT_F_1537-1557_R	DENV1_5_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	1537-1557_R
389	DENV1_5_LEFT_F_DENV1_5_RIGHT_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_5_RIGHT_R
256	DENV1_5_LEFT_F_DENV2_5_RIGHT_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_5_RIGHT_R
315	DENV1_5_LEFT_F_DENV3_5_RIGHT_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_5_RIGHT_R
358	DENV1_5_LEFT_F_DENV2_6_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_6_R
146	DENV1_5_LEFT_F_DENV3_6_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_6_R
448	DENV1_5_LEFT_F_Den3-1752_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	Den3-1752_R
354	DENV1_5_LEFT_F_DENV4_RN_R2_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV4_RN_R2_R
322	DENV1_5_LEFT_F_DNM2_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DNM2_R
384	DENV1_5_LEFT_F_P2_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	P2_R
347	DENV1_5_LEFT_F_DEN1_CC_1_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DEN1_CC_1_R
218	DENV1_5_LEFT_F_DEN3_CC_1_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DEN3_CC_1_R
435	DENV1_5_LEFT_F_D3R1758_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	D3R1758_R
219	DENV1_5_LEFT_F_DEN-2_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DEN-2_R
384	DENV1_5_LEFT_F_d1E258GAA2_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	d1E258GAA2_R
411	DENV1_5_LEFT_F_Env_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	Env_R
254	DENV1_5_LEFT_F_1537-1557_R	DENV1_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	1537-1557_R
213	DENV1_5_LEFT_F_D2_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D2_R
395	DENV1_5_LEFT_F_DENV1_5_RIGHT_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_5_RIGHT_R
262	DENV1_5_LEFT_F_DENV2_5_RIGHT_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_5_RIGHT_R
435	DENV1_5_LEFT_F_DENV4_12_RIGHT_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_12_RIGHT_R
364	DENV1_5_LEFT_F_DENV2_6_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_6_R
360	DENV1_5_LEFT_F_DENV4_RN_R2_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_RN_R2_R
210	DENV1_5_LEFT_F_P1_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	P1_R
353	DENV1_5_LEFT_F_DEN1_CC_1_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN1_CC_1_R
200	DENV1_5_LEFT_F_DEN2_CC_1_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN2_CC_1_R
224	DENV1_5_LEFT_F_DEN3_CC_1_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN3_CC_1_R
168	DENV1_5_LEFT_F_DENV-2_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV-2_R
213	DENV1_5_LEFT_F_DENV-2_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV-2_R
225	DENV1_5_LEFT_F_DEN-2_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN-2_R
243	DENV1_5_LEFT_F_d1E209HAA2_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	d1E209HAA2_R
390	DENV1_5_LEFT_F_d1E258GAA2_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	d1E258GAA2_R
213	DENV1_5_LEFT_F_FaaCoUFiSPPAPR_4_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	FaaCoUFiSPPAPR_4_R
417	DENV1_5_LEFT_F_Env_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Env_R
213	DENV1_5_LEFT_F_DEN-2_C_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN-2_C_R
260	DENV1_5_LEFT_F_1537-1557_R	DENV1_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	1537-1557_R
368	DENV1_6_LEFT_F_DENV1_6_RIGHT_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_6_RIGHT_R
231	DENV1_6_LEFT_F_DENV2_6_RIGHT_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_6_RIGHT_R
486	DENV1_6_LEFT_F_DENV2_7_RIGHT_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_7_RIGHT_R
357	DENV1_6_LEFT_F_DENV2_31_RIGHT_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_31_RIGHT_R
309	DENV1_6_LEFT_F_DENV4_4_RIGHT_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_4_RIGHT_R
404	DENV1_6_LEFT_F_DENV4_6_RIGHT_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_6_RIGHT_R
399	DENV1_6_LEFT_F_DENV4_26_RIGHT_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_26_RIGHT_R
441	DENV1_6_LEFT_F_D1_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D1_R
376	DENV1_6_LEFT_F_DENV2_SP4_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_SP4_R
351	DENV1_6_LEFT_F_DENV1_8_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_8_R
477	DENV1_6_LEFT_F_DENV2_8_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_8_R
117	DENV1_6_LEFT_F_Den3-1752_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Den3-1752_R
362	DENV1_6_LEFT_F_RPS29_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	RPS29_R
407	DENV1_6_LEFT_F_DENV2_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_R
324	DENV1_6_LEFT_F_Gsaodv1iiKWF_2_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Gsaodv1iiKWF_2_R
129	DENV1_6_LEFT_F_DEN3_CC_2_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN3_CC_2_R
476	DENV1_6_LEFT_F_RSS10_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	RSS10_R
104	DENV1_6_LEFT_F_D3R1758_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D3R1758_R
176	DENV1_6_LEFT_F_Primer_4_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Primer_4_R
132	DENV1_6_LEFT_F_RSS7_R	DENV1_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	RSS7_R
362	DENV1_6_LEFT_F_MsoaiN_2_R	DENV1_6_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	MsoaiN_2_R
150	DENV1_6_LEFT_F_DENV2_3_RIGHT_R	DENV1_6_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_3_RIGHT_R
282	DENV1_6_LEFT_F_DENV2_13_RIGHT_R	DENV1_6_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_13_RIGHT_R
442	DENV1_6_LEFT_F_DENV2_14_RIGHT_R	DENV1_6_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_14_RIGHT_R
107	DENV1_6_LEFT_F_DENV4_12_RIGHT_R	DENV1_6_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_12_RIGHT_R
430	DENV1_6_LEFT_F_DENV4_13_RIGHT_R	DENV1_6_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_13_RIGHT_R
468	DENV1_6_LEFT_F_DENV4_14_R	DENV1_6_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_14_R
498	DENV1_6_LEFT_F_DENV-3_R	DENV1_6_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV-3_R
368	DENV1_6_LEFT_F_DENV1_6_RIGHT_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_6_RIGHT_R
231	DENV1_6_LEFT_F_DENV2_6_RIGHT_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_6_RIGHT_R
486	DENV1_6_LEFT_F_DENV2_7_RIGHT_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_7_RIGHT_R
471	DENV1_6_LEFT_F_DENV2_14_RIGHT_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_14_RIGHT_R
295	DENV1_6_LEFT_F_DENV2_27_RIGHT_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_27_RIGHT_R
307	DENV1_6_LEFT_F_DENV3_6_RIGHT_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_6_RIGHT_R
441	DENV1_6_LEFT_F_D1_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	D1_R
370	DENV1_6_LEFT_F_D3_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	D3_R
351	DENV1_6_LEFT_F_DENV1_8_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV1_8_R
477	DENV1_6_LEFT_F_DENV2_8_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_8_R
117	DENV1_6_LEFT_F_Den3-1752_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	Den3-1752_R
215	DENV1_6_LEFT_F_NS3-1-I_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	NS3-1-I_R
407	DENV1_6_LEFT_F_DENV2_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_R
478	DENV1_6_LEFT_F_DEN4_CC_B_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DEN4_CC_B_R
310	DENV1_6_LEFT_F_D2R2099_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	D2R2099_R
104	DENV1_6_LEFT_F_D3R1758_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	D3R1758_R
443	DENV1_6_LEFT_F_D3R2095_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	D3R2095_R
132	DENV1_6_LEFT_F_RSS7_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	RSS7_R
370	DENV1_6_LEFT_F_RSS8_R	DENV1_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	RSS8_R
135	DENV1_6_LEFT_F_D2_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D2_R
317	DENV1_6_LEFT_F_DENV1_5_RIGHT_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_5_RIGHT_R
184	DENV1_6_LEFT_F_DENV2_5_RIGHT_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_5_RIGHT_R
490	DENV1_6_LEFT_F_DENV2_6_RIGHT_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_6_RIGHT_R
485	DENV1_6_LEFT_F_DENV3_27_RIGHT_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_27_RIGHT_R
357	DENV1_6_LEFT_F_DENV4_12_RIGHT_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_12_RIGHT_R
282	DENV1_6_LEFT_F_DENV4_RN_R2_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_RN_R2_R
134	DENV1_6_LEFT_F_REV382-400_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	REV382-400_R
132	DENV1_6_LEFT_F_P1_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	P1_R
275	DENV1_6_LEFT_F_DEN1_CC_1_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN1_CC_1_R
122	DENV1_6_LEFT_F_DEN2_CC_1_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN2_CC_1_R
146	DENV1_6_LEFT_F_DEN3_CC_1_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN3_CC_1_R
218	DENV1_6_LEFT_F_RSS23_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	RSS23_R
135	DENV1_6_LEFT_F_DENV-2_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV-2_R
147	DENV1_6_LEFT_F_DEN-2_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN-2_R
159	DENV1_6_LEFT_F_1545-1563_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	1545-1563_R
135	DENV1_6_LEFT_F_FaaCoUFiSPPAPR_4_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	FaaCoUFiSPPAPR_4_R
445	DENV1_6_LEFT_F_b1_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	b1_R
339	DENV1_6_LEFT_F_Env_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Env_R
135	DENV1_6_LEFT_F_DEN-2_C_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN-2_C_R
182	DENV1_6_LEFT_F_1537-1557_R	DENV1_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	1537-1557_R
393	DENV1_7_LEFT_F_DENV1_7_RIGHT_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_7_RIGHT_R
214	DENV1_7_LEFT_F_DENV2_7_RIGHT_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_7_RIGHT_R
380	DENV1_7_LEFT_F_DENV2_9_RIGHT_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_9_RIGHT_R
494	DENV1_7_LEFT_F_DENV2_12_RIGHT_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_12_RIGHT_R
268	DENV1_7_LEFT_F_DENV2_20_RIGHT_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_20_RIGHT_R
312	DENV1_7_LEFT_F_DENV3_7_RIGHT_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_7_RIGHT_R
132	DENV1_7_LEFT_F_DENV4_6_RIGHT_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_6_RIGHT_R
127	DENV1_7_LEFT_F_DENV4_26_RIGHT_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_26_RIGHT_R
255	DENV1_7_LEFT_F_DU_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DU_R
169	DENV1_7_LEFT_F_D1_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D1_R
327	DENV1_7_LEFT_F_D4_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D4_R
104	DENV1_7_LEFT_F_DENV2_SP4_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_SP4_R
205	DENV1_7_LEFT_F_DENV2_8_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_8_R
489	DENV1_7_LEFT_F_DENV1_RN_R1_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_RN_R1_R
456	DENV1_7_LEFT_F_DENV3_RN_R1_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_RN_R1_R
246	DENV1_7_LEFT_F_DENV3_RN_R2_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_RN_R2_R
389	DENV1_7_LEFT_F_NS3-1-I_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	NS3-1-I_R
135	DENV1_7_LEFT_F_DENV2_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_R
393	DENV1_7_LEFT_F_DEN3_CC_B_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN3_CC_B_R
204	DENV1_7_LEFT_F_RSS10_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	RSS10_R
382	DENV1_7_LEFT_F_D1R2297_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D1R2297_R
248	DENV1_7_LEFT_F_DENV-4_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV-4_R
248	DENV1_7_LEFT_F_Pohggtaitpbopwadhf_8_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Pohggtaitpbopwadhf_8_R
254	DENV1_7_LEFT_F_DENEB-I_R	DENV1_7_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENEB-I_R
474	DENV1_7_LEFT_F_DENV1_16_RIGHT_R	DENV1_7_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_16_RIGHT_R
326	DENV1_7_LEFT_F_DENV1_18_RIGHT_R	DENV1_7_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_18_RIGHT_R
331	DENV1_7_LEFT_F_DENV2_19_RIGHT_R	DENV1_7_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_19_RIGHT_R
147	DENV1_7_LEFT_F_DENV2_23_RIGHT_R	DENV1_7_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_23_RIGHT_R
185	DENV1_7_LEFT_F_DENV3_17_RIGHT_R	DENV1_7_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_17_RIGHT_R
