Forward_Primer	Reverse_Primer	Combination_Name	Reference	Amplicon_Length	Round_Type
DENV1_1_LEFT_F	DENV2_1_RIGHT_R	DENV1_1_LEFT_F_DENV2_1_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	445	first
DENV1_1_LEFT_F	DENV3_1_RIGHT_R	DENV1_1_LEFT_F_DENV3_1_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	381	first
DENV1_1_LEFT_F	D3_R	DENV1_1_LEFT_F_D3_R	GCF_000866625.1_ViralProj15598_genomic	303	first
DENV1_1_LEFT_F	D3_R	DENV1_1_LEFT_F_D3_R	GCF_000866625.1_ViralProj15598_genomic	381	first
DENV1_1_LEFT_F	DodvRipaposdibutTaas_8_R	DENV1_1_LEFT_F_DodvRipaposdibutTaas_8_R	GCF_000866625.1_ViralProj15598_genomic	184	first
DENV1_1_LEFT_F	DN_R	DENV1_1_LEFT_F_DN_R	GCF_000866625.1_ViralProj15598_genomic	267	first
DENV1_1_LEFT_F	P2_R	DENV1_1_LEFT_F_P2_R	GCF_000866625.1_ViralProj15598_genomic	344	first
DENV1_1_LEFT_F	DEN-3-reverse_R	DENV1_1_LEFT_F_DEN-3-reverse_R	GCF_000866625.1_ViralProj15598_genomic	209	first
DENV1_1_LEFT_F	DEN-4-reverse_R	DENV1_1_LEFT_F_DEN-4-reverse_R	GCF_000866625.1_ViralProj15598_genomic	258	first
DENV1_1_LEFT_F	DEN-3_R	DENV1_1_LEFT_F_DEN-3_R	GCF_000866625.1_ViralProj15598_genomic	168	first
DENV1_1_LEFT_F	DEN-4_R	DENV1_1_LEFT_F_DEN-4_R	GCF_000866625.1_ViralProj15598_genomic	359	first
DENV1_1_LEFT_F	DEN-2_Reverse_R	DENV1_1_LEFT_F_DEN-2_Reverse_R	GCF_000866625.1_ViralProj15598_genomic	239	first
DENV1_1_LEFT_F	DEN-3_Reverse_R	DENV1_1_LEFT_F_DEN-3_Reverse_R	GCF_000866625.1_ViralProj15598_genomic	435	first
DENV1_1_LEFT_F	Reverse_R	DENV1_1_LEFT_F_Reverse_R	GCF_000866625.1_ViralProj15598_genomic	340	first
DENV1_1_LEFT_F	Reverse_R	DENV1_1_LEFT_F_Reverse_R	GCF_000866625.1_ViralProj15598_genomic	269	first
DENV1_1_LEFT_F	DEN2-5C_R	DENV1_1_LEFT_F_DEN2-5C_R	GCF_000866625.1_ViralProj15598_genomic	249	first
DENV1_1_LEFT_F	TS3_R	DENV1_1_LEFT_F_TS3_R	GCF_000866625.1_ViralProj15598_genomic	387	first
DENV1_1_LEFT_F	D2_R	DENV1_1_LEFT_F_D2_R	GCF_000871845.1_ViralProj20183_genomic	306	first
DENV1_1_LEFT_F	MsoaiN_2_R	DENV1_1_LEFT_F_MsoaiN_2_R	GCF_000871845.1_ViralProj20183_genomic	233	first
DENV1_1_LEFT_F	DENV1_1_RIGHT_R	DENV1_1_LEFT_F_DENV1_1_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	447	first
DENV1_1_LEFT_F	DENV1_24_RIGHT_R	DENV1_1_LEFT_F_DENV1_24_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	265	first
DENV1_1_LEFT_F	DENV1_33_RIGHT_R	DENV1_1_LEFT_F_DENV1_33_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	413	first
DENV1_1_LEFT_F	DENV2_1_RIGHT_R	DENV1_1_LEFT_F_DENV2_1_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	447	first
DENV1_1_LEFT_F	DENV3_26_RIGHT_R	DENV1_1_LEFT_F_DENV3_26_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	340	first
DENV1_1_LEFT_F	DENV4_21_RIGHT_R	DENV1_1_LEFT_F_DENV4_21_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	230	first
DENV1_1_LEFT_F	D3_R	DENV1_1_LEFT_F_D3_R	GCF_000871845.1_ViralProj20183_genomic	305	first
DENV1_1_LEFT_F	DN_R	DENV1_1_LEFT_F_DN_R	GCF_000871845.1_ViralProj20183_genomic	269	first
DENV1_1_LEFT_F	DENV4_R	DENV1_1_LEFT_F_DENV4_R	GCF_000871845.1_ViralProj20183_genomic	162	first
DENV1_1_LEFT_F	DEN1_CC_B_R	DENV1_1_LEFT_F_DEN1_CC_B_R	GCF_000871845.1_ViralProj20183_genomic	459	first
DENV1_1_LEFT_F	DEN-4-reverse_R	DENV1_1_LEFT_F_DEN-4-reverse_R	GCF_000871845.1_ViralProj20183_genomic	260	first
DENV1_1_LEFT_F	DENV-4_R	DENV1_1_LEFT_F_DENV-4_R	GCF_000871845.1_ViralProj20183_genomic	479	first
DENV1_1_LEFT_F	DEN-3_R	DENV1_1_LEFT_F_DEN-3_R	GCF_000871845.1_ViralProj20183_genomic	170	first
DENV1_1_LEFT_F	DEN-2_Reverse_R	DENV1_1_LEFT_F_DEN-2_Reverse_R	GCF_000871845.1_ViralProj20183_genomic	241	first
DENV1_1_LEFT_F	DENV2C_R	DENV1_1_LEFT_F_DENV2C_R	GCF_000871845.1_ViralProj20183_genomic	364	first
DENV1_1_LEFT_F	TS4_R	DENV1_1_LEFT_F_TS4_R	GCF_000871845.1_ViralProj20183_genomic	491	first
DENV1_1_LEFT_F	Reverse_R	DENV1_1_LEFT_F_Reverse_R	GCF_000871845.1_ViralProj20183_genomic	271	first
DENV1_1_LEFT_F	DEN2-5C_R	DENV1_1_LEFT_F_DEN2-5C_R	GCF_000871845.1_ViralProj20183_genomic	251	first
DENV1_1_LEFT_F	TS2_R	DENV1_1_LEFT_F_TS2_R	GCF_000871845.1_ViralProj20183_genomic	219	first
DENV1_1_LEFT_F	mTS2_R	DENV1_1_LEFT_F_mTS2_R	GCF_000871845.1_ViralProj20183_genomic	216	first
DENV1_1_LEFT_F	rTS4_R	DENV1_1_LEFT_F_rTS4_R	GCF_000871845.1_ViralProj20183_genomic	359	first
DENV1_1_LEFT_F	CYD2_R	DENV1_1_LEFT_F_CYD2_R	GCF_000871845.1_ViralProj20183_genomic	416	first
DENV1_2_LEFT_F	D2_R	DENV1_2_LEFT_F_D2_R	GCF_000862125.1_ViralProj15306_genomic	215	first
DENV1_2_LEFT_F	DENV1_2_RIGHT_R	DENV1_2_LEFT_F_DENV1_2_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	368	first
DENV1_2_LEFT_F	DENV2_2_RIGHT_R	DENV1_2_LEFT_F_DENV2_2_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	353	first
DENV1_2_LEFT_F	DENV3_2_RIGHT_R	DENV1_2_LEFT_F_DENV3_2_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	291	first
DENV1_2_LEFT_F	DENV4_2_RIGHT_R	DENV1_2_LEFT_F_DENV4_2_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	404	first
DENV1_2_LEFT_F	D3_R	DENV1_2_LEFT_F_D3_R	GCF_000862125.1_ViralProj15306_genomic	389	first
DENV1_2_LEFT_F	D4_R	DENV1_2_LEFT_F_D4_R	GCF_000862125.1_ViralProj15306_genomic	372	first
DENV1_2_LEFT_F	DencomR2_R	DENV1_2_LEFT_F_DencomR2_R	GCF_000862125.1_ViralProj15306_genomic	366	first
DENV1_2_LEFT_F	DENV-3_R	DENV1_2_LEFT_F_DENV-3_R	GCF_000862125.1_ViralProj15306_genomic	447	first
DENV1_2_LEFT_F	DEN-1_R	DENV1_2_LEFT_F_DEN-1_R	GCF_000862125.1_ViralProj15306_genomic	195	first
DENV1_2_LEFT_F	TS1.2013TH_R	DENV1_2_LEFT_F_TS1.2013TH_R	GCF_000862125.1_ViralProj15306_genomic	197	first
DENV1_2_LEFT_F	8_R	DENV1_2_LEFT_F_8_R	GCF_000862125.1_ViralProj15306_genomic	212	first
DENV1_2_LEFT_F	7_R	DENV1_2_LEFT_F_7_R	GCF_000862125.1_ViralProj15306_genomic	286	first
DENV1_2_LEFT_F	TS1_R	DENV1_2_LEFT_F_TS1_R	GCF_000862125.1_ViralProj15306_genomic	196	first
DENV1_2_LEFT_F	DEN-3_C_R	DENV1_2_LEFT_F_DEN-3_C_R	GCF_000862125.1_ViralProj15306_genomic	389	first
DENV1_2_LEFT_F	DENV1_28_RIGHT_R	DENV1_2_LEFT_F_DENV1_28_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	500	first
DENV1_2_LEFT_F	DENV2_15_RIGHT_R	DENV1_2_LEFT_F_DENV2_15_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	266	first
DENV1_2_LEFT_F	DENV2_35_RIGHT_R	DENV1_2_LEFT_F_DENV2_35_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	401	first
DENV1_2_LEFT_F	DENV3_13_RIGHT_R	DENV1_2_LEFT_F_DENV3_13_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	280	first
DENV1_2_LEFT_F	DENV4_32_RIGHT_R	DENV1_2_LEFT_F_DENV4_32_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	269	first
DENV1_2_LEFT_F	DENV1_SP4_R	DENV1_2_LEFT_F_DENV1_SP4_R	GCF_000865065.1_ViralProj15599_genomic	442	first
DENV1_2_LEFT_F	DENV1_8_R	DENV1_2_LEFT_F_DENV1_8_R	GCF_000865065.1_ViralProj15599_genomic	497	first
DENV1_2_LEFT_F	DENV3_12_R	DENV1_2_LEFT_F_DENV3_12_R	GCF_000865065.1_ViralProj15599_genomic	466	first
DENV1_2_LEFT_F	DodvRipaposdibutTaas_6_R	DENV1_2_LEFT_F_DodvRipaposdibutTaas_6_R	GCF_000865065.1_ViralProj15599_genomic	354	first
DENV1_2_LEFT_F	DodvRipaposdibutTaas_8_R	DENV1_2_LEFT_F_DodvRipaposdibutTaas_8_R	GCF_000865065.1_ViralProj15599_genomic	199	first
DENV1_2_LEFT_F	S07100620_RT_R	DENV1_2_LEFT_F_S07100620_RT_R	GCF_000865065.1_ViralProj15599_genomic	440	first
DENV1_2_LEFT_F	DENV-3_R	DENV1_2_LEFT_F_DENV-3_R	GCF_000865065.1_ViralProj15599_genomic	262	first
DENV1_2_LEFT_F	DENV-4_R	DENV1_2_LEFT_F_DENV-4_R	GCF_000865065.1_ViralProj15599_genomic	193	first
DENV1_2_LEFT_F	Cebeof_3_R	DENV1_2_LEFT_F_Cebeof_3_R	GCF_000865065.1_ViralProj15599_genomic	205	first
DENV1_2_LEFT_F	ALD-2_R	DENV1_2_LEFT_F_ALD-2_R	GCF_000865065.1_ViralProj15599_genomic	427	first
DENV1_2_LEFT_F	Pohggtaitpbopwadhf_8_R	DENV1_2_LEFT_F_Pohggtaitpbopwadhf_8_R	GCF_000865065.1_ViralProj15599_genomic	193	first
DENV1_2_LEFT_F	DENV2_3_RIGHT_R	DENV1_2_LEFT_F_DENV2_3_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	254	first
DENV1_2_LEFT_F	DENV3_3_RIGHT_R	DENV1_2_LEFT_F_DENV3_3_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	225	first
DENV1_2_LEFT_F	DENV4_3_RIGHT_R	DENV1_2_LEFT_F_DENV4_3_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	346	first
DENV1_2_LEFT_F	DENV1-NS5_R	DENV1_2_LEFT_F_DENV1-NS5_R	GCF_000866625.1_ViralProj15598_genomic	295	first
DENV1_2_LEFT_F	D-L_R	DENV1_2_LEFT_F_D-L_R	GCF_000866625.1_ViralProj15598_genomic	387	first
DENV1_2_LEFT_F	REV382-400_R	DENV1_2_LEFT_F_REV382-400_R	GCF_000866625.1_ViralProj15598_genomic	369	first
DENV1_2_LEFT_F	D2-C_R	DENV1_2_LEFT_F_D2-C_R	GCF_000866625.1_ViralProj15598_genomic	150	first
DENV1_2_LEFT_F	D2-2691_RV_R	DENV1_2_LEFT_F_D2-2691_RV_R	GCF_000866625.1_ViralProj15598_genomic	346	first
DENV1_2_LEFT_F	6_R	DENV1_2_LEFT_F_6_R	GCF_000866625.1_ViralProj15598_genomic	272	first
DENV1_2_LEFT_F	NS2A_R	DENV1_2_LEFT_F_NS2A_R	GCF_000866625.1_ViralProj15598_genomic	307	first
DENV1_2_LEFT_F	DatodvboRhma_2_R	DENV1_2_LEFT_F_DatodvboRhma_2_R	GCF_000866625.1_ViralProj15598_genomic	341	first
DENV1_2_LEFT_F	D2_R	DENV1_2_LEFT_F_D2_R	GCF_000871845.1_ViralProj20183_genomic	215	first
DENV1_2_LEFT_F	DENV1_2_RIGHT_R	DENV1_2_LEFT_F_DENV1_2_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	368	first
DENV1_2_LEFT_F	DENV2_2_RIGHT_R	DENV1_2_LEFT_F_DENV2_2_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	353	first
DENV1_2_LEFT_F	DENV3_2_RIGHT_R	DENV1_2_LEFT_F_DENV3_2_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	291	first
DENV1_2_LEFT_F	DENV4_10_RIGHT_R	DENV1_2_LEFT_F_DENV4_10_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	150	first
DENV1_2_LEFT_F	DENV4_28_RIGHT_R	DENV1_2_LEFT_F_DENV4_28_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	218	first
DENV1_2_LEFT_F	DENV4_32_RIGHT_R	DENV1_2_LEFT_F_DENV4_32_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	382	first
DENV1_2_LEFT_F	D1_R	DENV1_2_LEFT_F_D1_R	GCF_000871845.1_ViralProj20183_genomic	320	first
DENV1_2_LEFT_F	D4_R	DENV1_2_LEFT_F_D4_R	GCF_000871845.1_ViralProj20183_genomic	323	first
DENV1_2_LEFT_F	DencomR2_R	DENV1_2_LEFT_F_DencomR2_R	GCF_000871845.1_ViralProj20183_genomic	366	first
DENV1_2_LEFT_F	7_R	DENV1_2_LEFT_F_7_R	GCF_000871845.1_ViralProj20183_genomic	286	first
DENV1_2_LEFT_F	DEN-3_C_R	DENV1_2_LEFT_F_DEN-3_C_R	GCF_000871845.1_ViralProj20183_genomic	389	first
DENV1_3_LEFT_F	DENV1_3_RIGHT_R	DENV1_3_LEFT_F_DENV1_3_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	381	first
DENV1_3_LEFT_F	DENV2_3_RIGHT_R	DENV1_3_LEFT_F_DENV2_3_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	333	first
DENV1_3_LEFT_F	DENV2_8_RIGHT_R	DENV1_3_LEFT_F_DENV2_8_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	428	first
DENV1_3_LEFT_F	DENV3_3_RIGHT_R	DENV1_3_LEFT_F_DENV3_3_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	304	first
DENV1_3_LEFT_F	DENV4_3_RIGHT_R	DENV1_3_LEFT_F_DENV4_3_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	425	first
DENV1_3_LEFT_F	DENV4_27_RIGHT_R	DENV1_3_LEFT_F_DENV4_27_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	269	first
DENV1_3_LEFT_F	D4_R	DENV1_3_LEFT_F_D4_R	GCF_000862125.1_ViralProj15306_genomic	277	first
DENV1_3_LEFT_F	RSS12_R	DENV1_3_LEFT_F_RSS12_R	GCF_000862125.1_ViralProj15306_genomic	314	first
DENV1_3_LEFT_F	D2-C_R	DENV1_3_LEFT_F_D2-C_R	GCF_000862125.1_ViralProj15306_genomic	229	first
DENV1_3_LEFT_F	DENV-3_R	DENV1_3_LEFT_F_DENV-3_R	GCF_000862125.1_ViralProj15306_genomic	154	first
DENV1_3_LEFT_F	Cebeof_3_R	DENV1_3_LEFT_F_Cebeof_3_R	GCF_000862125.1_ViralProj15306_genomic	216	first
DENV1_3_LEFT_F	DEN-4_C_R	DENV1_3_LEFT_F_DEN-4_C_R	GCF_000862125.1_ViralProj15306_genomic	277	first
DENV1_3_LEFT_F	DatodvboRhma_2_R	DENV1_3_LEFT_F_DatodvboRhma_2_R	GCF_000862125.1_ViralProj15306_genomic	420	first
DENV1_3_LEFT_F	DENV3_3_RIGHT_R	DENV1_3_LEFT_F_DENV3_3_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	304	first
DENV1_3_LEFT_F	DENV4_3_RIGHT_R	DENV1_3_LEFT_F_DENV4_3_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	425	first
DENV1_3_LEFT_F	D4_R	DENV1_3_LEFT_F_D4_R	GCF_000865065.1_ViralProj15599_genomic	277	first
DENV1_3_LEFT_F	DENV3_SP4_R	DENV1_3_LEFT_F_DENV3_SP4_R	GCF_000865065.1_ViralProj15599_genomic	252	first
DENV1_3_LEFT_F	REV382-400_R	DENV1_3_LEFT_F_REV382-400_R	GCF_000865065.1_ViralProj15599_genomic	448	first
DENV1_3_LEFT_F	DENV-4_R	DENV1_3_LEFT_F_DENV-4_R	GCF_000865065.1_ViralProj15599_genomic	190	first
DENV1_3_LEFT_F	4_R	DENV1_3_LEFT_F_4_R	GCF_000865065.1_ViralProj15599_genomic	230	first
DENV1_3_LEFT_F	DEN-4_C_R	DENV1_3_LEFT_F_DEN-4_C_R	GCF_000865065.1_ViralProj15599_genomic	277	first
DENV1_3_LEFT_F	DENV1_11_RIGHT_R	DENV1_3_LEFT_F_DENV1_11_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	179	first
DENV1_3_LEFT_F	DENV1_31_RIGHT_R	DENV1_3_LEFT_F_DENV1_31_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	216	first
DENV1_3_LEFT_F	DENV2_3_RIGHT_R	DENV1_3_LEFT_F_DENV2_3_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	333	first
DENV1_3_LEFT_F	DENV2_13_RIGHT_R	DENV1_3_LEFT_F_DENV2_13_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	208	first
DENV1_3_LEFT_F	DENV3_3_RIGHT_R	DENV1_3_LEFT_F_DENV3_3_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	304	first
DENV1_3_LEFT_F	DENV4_3_RIGHT_R	DENV1_3_LEFT_F_DENV4_3_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	425	first
DENV1_3_LEFT_F	DENV4_26_RIGHT_R	DENV1_3_LEFT_F_DENV4_26_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	199	first
DENV1_3_LEFT_F	DENV1-NS5_R	DENV1_3_LEFT_F_DENV1-NS5_R	GCF_000866625.1_ViralProj15598_genomic	374	first
DENV1_3_LEFT_F	D-L_R	DENV1_3_LEFT_F_D-L_R	GCF_000866625.1_ViralProj15598_genomic	466	first
DENV1_3_LEFT_F	REV382-400_R	DENV1_3_LEFT_F_REV382-400_R	GCF_000866625.1_ViralProj15598_genomic	448	first
DENV1_3_LEFT_F	RSS24_R	DENV1_3_LEFT_F_RSS24_R	GCF_000866625.1_ViralProj15598_genomic	176	first
DENV1_3_LEFT_F	D2-C_R	DENV1_3_LEFT_F_D2-C_R	GCF_000866625.1_ViralProj15598_genomic	229	first
DENV1_3_LEFT_F	DENV-3_R	DENV1_3_LEFT_F_DENV-3_R	GCF_000866625.1_ViralProj15598_genomic	154	first
DENV1_3_LEFT_F	D2-2691_RV_R	DENV1_3_LEFT_F_D2-2691_RV_R	GCF_000866625.1_ViralProj15598_genomic	425	first
DENV1_3_LEFT_F	Primer_4_R	DENV1_3_LEFT_F_Primer_4_R	GCF_000866625.1_ViralProj15598_genomic	166	first
DENV1_3_LEFT_F	6_R	DENV1_3_LEFT_F_6_R	GCF_000866625.1_ViralProj15598_genomic	351	first
DENV1_3_LEFT_F	NS2A_R	DENV1_3_LEFT_F_NS2A_R	GCF_000866625.1_ViralProj15598_genomic	386	first
DENV1_3_LEFT_F	DatodvboRhma_2_R	DENV1_3_LEFT_F_DatodvboRhma_2_R	GCF_000866625.1_ViralProj15598_genomic	420	first
DENV1_3_LEFT_F	DENV1_3_RIGHT_R	DENV1_3_LEFT_F_DENV1_3_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	381	first
DENV1_3_LEFT_F	DENV1_23_RIGHT_R	DENV1_3_LEFT_F_DENV1_23_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	257	first
DENV1_3_LEFT_F	DENV2_3_RIGHT_R	DENV1_3_LEFT_F_DENV2_3_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	333	first
DENV1_3_LEFT_F	DENV3_3_RIGHT_R	DENV1_3_LEFT_F_DENV3_3_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	304	first
DENV1_3_LEFT_F	D4_R	DENV1_3_LEFT_F_D4_R	GCF_000871845.1_ViralProj20183_genomic	277	first
DENV1_3_LEFT_F	D-L_R	DENV1_3_LEFT_F_D-L_R	GCF_000871845.1_ViralProj20183_genomic	466	first
DENV1_3_LEFT_F	P2_R	DENV1_3_LEFT_F_P2_R	GCF_000871845.1_ViralProj20183_genomic	283	first
DENV1_3_LEFT_F	RSS12_R	DENV1_3_LEFT_F_RSS12_R	GCF_000871845.1_ViralProj20183_genomic	314	first
DENV1_3_LEFT_F	D2-C_R	DENV1_3_LEFT_F_D2-C_R	GCF_000871845.1_ViralProj20183_genomic	229	first
DENV1_3_LEFT_F	DEN-2_R	DENV1_3_LEFT_F_DEN-2_R	GCF_000871845.1_ViralProj20183_genomic	290	first
DENV1_3_LEFT_F	Dciam3n(eodviiioDis_4_R	DENV1_3_LEFT_F_Dciam3n(eodviiioDis_4_R	GCF_000871845.1_ViralProj20183_genomic	447	first
DENV1_3_LEFT_F	DEN-4_C_R	DENV1_3_LEFT_F_DEN-4_C_R	GCF_000871845.1_ViralProj20183_genomic	277	first
DENV1_3_LEFT_F	DatodvboRhma_2_R	DENV1_3_LEFT_F_DatodvboRhma_2_R	GCF_000871845.1_ViralProj20183_genomic	420	first
DENV1_4_LEFT_F	DENV1_4_RIGHT_R	DENV1_4_LEFT_F_DENV1_4_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	372	first
DENV1_4_LEFT_F	DENV4_4_R	DENV1_4_LEFT_F_DENV4_4_R	GCF_000862125.1_ViralProj15306_genomic	390	first
DENV1_4_LEFT_F	DEN2_CC_1_R	DENV1_4_LEFT_F_DEN2_CC_1_R	GCF_000862125.1_ViralProj15306_genomic	488	first
DENV1_4_LEFT_F	D3R1340_R	DENV1_4_LEFT_F_D3R1340_R	GCF_000862125.1_ViralProj15306_genomic	305	first
DENV1_4_LEFT_F	d4a6_R	DENV1_4_LEFT_F_d4a6_R	GCF_000862125.1_ViralProj15306_genomic	343	first
DENV1_4_LEFT_F	6_R	DENV1_4_LEFT_F_6_R	GCF_000862125.1_ViralProj15306_genomic	405	first
DENV1_4_LEFT_F	DENV1_4_RIGHT_R	DENV1_4_LEFT_F_DENV1_4_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	372	first
DENV1_4_LEFT_F	DENV1_7_RIGHT_R	DENV1_4_LEFT_F_DENV1_7_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	243	first
DENV1_4_LEFT_F	DENV3_4_RIGHT_R	DENV1_4_LEFT_F_DENV3_4_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	302	first
DENV1_4_LEFT_F	DENV4_4_RIGHT_R	DENV1_4_LEFT_F_DENV4_4_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	408	first
DENV1_4_LEFT_F	DENV4_4_R	DENV1_4_LEFT_F_DENV4_4_R	GCF_000865065.1_ViralProj15599_genomic	390	first
DENV1_4_LEFT_F	DENV1_R	DENV1_4_LEFT_F_DENV1_R	GCF_000865065.1_ViralProj15599_genomic	384	first
DENV1_4_LEFT_F	DEN2_CC_1_R	DENV1_4_LEFT_F_DEN2_CC_1_R	GCF_000865065.1_ViralProj15599_genomic	488	first
DENV1_4_LEFT_F	DEN3_CC_B_R	DENV1_4_LEFT_F_DEN3_CC_B_R	GCF_000865065.1_ViralProj15599_genomic	243	first
DENV1_4_LEFT_F	DEN4_CC_1_R	DENV1_4_LEFT_F_DEN4_CC_1_R	GCF_000865065.1_ViralProj15599_genomic	400	first
DENV1_4_LEFT_F	D3R1340_R	DENV1_4_LEFT_F_D3R1340_R	GCF_000865065.1_ViralProj15599_genomic	305	first
DENV1_4_LEFT_F	d4a6_R	DENV1_4_LEFT_F_d4a6_R	GCF_000865065.1_ViralProj15599_genomic	343	first
DENV1_4_LEFT_F	D2-2691_RV_R	DENV1_4_LEFT_F_D2-2691_RV_R	GCF_000865065.1_ViralProj15599_genomic	480	first
DENV1_4_LEFT_F	DEN-2_Reverse_R	DENV1_4_LEFT_F_DEN-2_Reverse_R	GCF_000865065.1_ViralProj15599_genomic	233	first
DENV1_4_LEFT_F	1453-1471_R	DENV1_4_LEFT_F_1453-1471_R	GCF_000865065.1_ViralProj15599_genomic	269	first
DENV1_4_LEFT_F	DENV2_25_RIGHT_R	DENV1_4_LEFT_F_DENV2_25_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	450	first
DENV1_4_LEFT_F	DENV3_13_RIGHT_R	DENV1_4_LEFT_F_DENV3_13_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	348	first
DENV1_4_LEFT_F	DENV4_13_RIGHT_R	DENV1_4_LEFT_F_DENV4_13_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	459	first
DENV1_4_LEFT_F	DENV4_30_RIGHT_R	DENV1_4_LEFT_F_DENV4_30_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	455	first
DENV1_4_LEFT_F	D1_R	DENV1_4_LEFT_F_D1_R	GCF_000866625.1_ViralProj15598_genomic	282	first
DENV1_4_LEFT_F	DENV3_12_R	DENV1_4_LEFT_F_DENV3_12_R	GCF_000866625.1_ViralProj15598_genomic	330	first
DENV1_4_LEFT_F	REV644-665_R	DENV1_4_LEFT_F_REV644-665_R	GCF_000866625.1_ViralProj15598_genomic	346	first
DENV1_4_LEFT_F	DENV-4_R	DENV1_4_LEFT_F_DENV-4_R	GCF_000866625.1_ViralProj15598_genomic	273	first
DENV1_4_LEFT_F	DENV1_4_RIGHT_R	DENV1_4_LEFT_F_DENV1_4_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	372	first
DENV1_4_LEFT_F	DENV2_4_RIGHT_R	DENV1_4_LEFT_F_DENV2_4_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	274	first
DENV1_4_LEFT_F	DENV3_4_RIGHT_R	DENV1_4_LEFT_F_DENV3_4_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	302	first
DENV1_4_LEFT_F	DENV3_6_RIGHT_R	DENV1_4_LEFT_F_DENV3_6_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	210	first
DENV1_4_LEFT_F	D2C_R	DENV1_4_LEFT_F_D2C_R	GCF_000871845.1_ViralProj20183_genomic	395	first
DENV1_4_LEFT_F	DENV3_20_R	DENV1_4_LEFT_F_DENV3_20_R	GCF_000871845.1_ViralProj20183_genomic	235	first
DENV1_4_LEFT_F	REV382-400_R	DENV1_4_LEFT_F_REV382-400_R	GCF_000871845.1_ViralProj20183_genomic	500	first
DENV1_4_LEFT_F	P1_R	DENV1_4_LEFT_F_P1_R	GCF_000871845.1_ViralProj20183_genomic	498	first
DENV1_4_LEFT_F	DEN2_CC_1_R	DENV1_4_LEFT_F_DEN2_CC_1_R	GCF_000871845.1_ViralProj20183_genomic	488	first
DENV1_4_LEFT_F	DENV-2_R	DENV1_4_LEFT_F_DENV-2_R	GCF_000871845.1_ViralProj20183_genomic	456	first
DENV1_5_LEFT_F	D2_R	DENV1_5_LEFT_F_D2_R	GCF_000862125.1_ViralProj15306_genomic	213	first
