Amplicon_Length	Combination_Name	Forward_Primer	Reference	Reverse_Primer
81	DENV3_5_LEFT_F_DENV3_4_RIGHT_R	DENV3_5_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_4_RIGHT_R
22	DENV3_5_LEFT_F_DEN3_CC_B_R	DENV3_5_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DEN3_CC_B_R
84	DENV3_5_LEFT_F_D3R1340_R	DENV3_5_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	D3R1340_R
12	DENV3_5_LEFT_F_DEN-2_Reverse_R	DENV3_5_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DEN-2_Reverse_R
81	DENV3_5_LEFT_F_DENV3_4_RIGHT_R	DENV3_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_4_RIGHT_R
84	DENV3_5_LEFT_F_D3R1340_R	DENV3_5_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	D3R1340_R
53	DENV3_5_LEFT_F_DENV2_4_RIGHT_R	DENV3_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_4_RIGHT_R
81	DENV3_5_LEFT_F_DENV3_4_RIGHT_R	DENV3_5_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_4_RIGHT_R
16	DENV3_6_LEFT_F_DENV2_5_RIGHT_R	DENV3_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_5_RIGHT_R
14	DENV3_6_LEFT_F_DENV2_16_RIGHT_R	DENV3_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_16_RIGHT_R
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_5_RIGHT_R
74	DENV3_6_LEFT_F_DENV1_RN_R2_R	DENV3_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_RN_R2_R
14	DENV3_6_LEFT_F_1537-1557_R	DENV3_6_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	1537-1557_R
16	DENV3_6_LEFT_F_DENV2_5_RIGHT_R	DENV3_6_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_5_RIGHT_R
44	DENV3_6_LEFT_F_GRP78_R	DENV3_6_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	GRP78_R
14	DENV3_6_LEFT_F_1537-1557_R	DENV3_6_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	1537-1557_R
16	DENV3_6_LEFT_F_DENV2_5_RIGHT_R	DENV3_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_5_RIGHT_R
75	DENV3_6_LEFT_F_DENV3_5_RIGHT_R	DENV3_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_5_RIGHT_R
82	DENV3_6_LEFT_F_DNM2_R	DENV3_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DNM2_R
14	DENV3_6_LEFT_F_1537-1557_R	DENV3_6_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	1537-1557_R
16	DENV3_6_LEFT_F_DENV2_5_RIGHT_R	DENV3_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_5_RIGHT_R
14	DENV3_6_LEFT_F_1537-1557_R	DENV3_6_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	1537-1557_R
30	DENV3_7_LEFT_F_DENV2_6_RIGHT_R	DENV3_7_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_6_RIGHT_R
94	DENV3_7_LEFT_F_DENV2_27_RIGHT_R	DENV3_7_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_27_RIGHT_R
61	DENV3_8_LEFT_F_DENV1_8_RIGHT_R	DENV3_8_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_8_RIGHT_R
27	DENV3_8_LEFT_F_D1R2581_R	DENV3_8_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D1R2581_R
69	DENV3_8_LEFT_F_DoaSSMfPSaGoDV_8_R	DENV3_8_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DoaSSMfPSaGoDV_8_R
25	DENV3_8_LEFT_F_DoaSSMfPSaGoDV_4_R	DENV3_8_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DoaSSMfPSaGoDV_4_R
4	DENV3_8_LEFT_F_DENV2_7_RIGHT_R	DENV3_8_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_7_RIGHT_R
85	DENV3_8_LEFT_F_D3_R	DENV3_8_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	D3_R
36	DENV3_8_LEFT_F_DENV3_RN_R2_R	DENV3_8_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_RN_R2_R
48	DENV3_8_LEFT_F_Primer_4_R	DENV3_8_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	Primer_4_R
24	DENV3_8_LEFT_F_nDEN1_(−)_R	DENV3_8_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	nDEN1_(−)_R
44	DENV3_8_LEFT_F_DENEB-I_R	DENV3_8_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENEB-I_R
4	DENV3_8_LEFT_F_DENV2_7_RIGHT_R	DENV3_8_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_7_RIGHT_R
36	DENV3_8_LEFT_F_DENV3_RN_R2_R	DENV3_8_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_RN_R2_R
60	DENV3_8_LEFT_F_REV926-947_R	DENV3_8_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	REV926-947_R
21	DENV3_8_LEFT_F_4_R	DENV3_8_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	4_R
44	DENV3_8_LEFT_F_DENEB-I_R	DENV3_8_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENEB-I_R
4	DENV3_8_LEFT_F_DENV2_7_RIGHT_R	DENV3_8_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_7_RIGHT_R
9	DENV3_8_LEFT_F_DENV2_RN_R2_R	DENV3_8_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_RN_R2_R
36	DENV3_8_LEFT_F_DENV3_RN_R2_R	DENV3_8_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_RN_R2_R
44	DENV3_8_LEFT_F_DENEB-I_R	DENV3_8_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENEB-I_R
73	DENV3_9_LEFT_F_DENV3_8_RIGHT_R	DENV3_9_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_8_RIGHT_R
17	DENV3_9_LEFT_F_DENV4_1_RIGHT_R	DENV3_9_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_1_RIGHT_R
87	DENV3_9_LEFT_F_Den3-2539_R	DENV3_9_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Den3-2539_R
74	DENV3_9_LEFT_F_Den1_R2520_R	DENV3_9_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Den1_R2520_R
68	DENV3_9_LEFT_F_DEN1-2472_R	DENV3_9_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN1-2472_R
32	DENV3_9_LEFT_F_DEN4-2454_R	DENV3_9_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN4-2454_R
73	DENV3_9_LEFT_F_DENV3_8_RIGHT_R	DENV3_9_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_8_RIGHT_R
74	DENV3_9_LEFT_F_Den1_R2520_R	DENV3_9_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	Den1_R2520_R
34	DENV3_9_LEFT_F_RSS12_R	DENV3_9_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	RSS12_R
68	DENV3_9_LEFT_F_DEN1-2472_R	DENV3_9_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DEN1-2472_R
32	DENV3_9_LEFT_F_DEN4-2454_R	DENV3_9_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DEN4-2454_R
73	DENV3_9_LEFT_F_DENV3_8_RIGHT_R	DENV3_9_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_8_RIGHT_R
74	DENV3_9_LEFT_F_Den1_R2520_R	DENV3_9_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	Den1_R2520_R
68	DENV3_9_LEFT_F_DEN1-2472_R	DENV3_9_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DEN1-2472_R
32	DENV3_9_LEFT_F_DEN4-2454_R	DENV3_9_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DEN4-2454_R
75	DENV3_10_LEFT_F_DENV3_9_RIGHT_R	DENV3_10_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_9_RIGHT_R
27	DENV3_10_LEFT_F_Reverse_R	DENV3_10_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Reverse_R
81	DENV3_10_LEFT_F_Reverse_R	DENV3_10_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Reverse_R
40	DENV3_10_LEFT_F_DENV2_23_RIGHT_R	DENV3_10_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_23_RIGHT_R
78	DENV3_10_LEFT_F_DENV3_17_RIGHT_R	DENV3_10_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_17_RIGHT_R
42	DENV3_10_LEFT_F_DENV3_19_RIGHT_R	DENV3_10_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_19_RIGHT_R
14	DENV3_10_LEFT_F_DENV2_RN_R1_R	DENV3_10_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_RN_R1_R
27	DENV3_10_LEFT_F_DEN3_CC_3_R	DENV3_10_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DEN3_CC_3_R
75	DENV3_10_LEFT_F_DENV3_9_RIGHT_R	DENV3_10_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_9_RIGHT_R
27	DENV3_10_LEFT_F_Reverse_R	DENV3_10_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	Reverse_R
27	DENV3_10_LEFT_F_Reverse_R	DENV3_10_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Reverse_R
81	DENV3_10_LEFT_F_Reverse_R	DENV3_10_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Reverse_R
66	DENV3_11_LEFT_F_DENV3_10_RIGHT_R	DENV3_11_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_10_RIGHT_R
74	DENV3_11_LEFT_F_DENV4_25_RIGHT_R	DENV3_11_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_25_RIGHT_R
49	DENV3_11_LEFT_F_DENV4_30_RIGHT_R	DENV3_11_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV4_30_RIGHT_R
50	DENV3_11_LEFT_F_DENV2_27_RIGHT_R	DENV3_11_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_27_RIGHT_R
66	DENV3_11_LEFT_F_DENV3_10_RIGHT_R	DENV3_11_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_10_RIGHT_R
66	DENV3_11_LEFT_F_DENV3_10_RIGHT_R	DENV3_11_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_10_RIGHT_R
66	DENV3_11_LEFT_F_DENV3_10_RIGHT_R	DENV3_11_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_10_RIGHT_R
74	DENV3_11_LEFT_F_DENV4_25_RIGHT_R	DENV3_11_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_25_RIGHT_R
81	DENV3_11_LEFT_F_D3_R	DENV3_11_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D3_R
80	DENV3_12_LEFT_F_matK-1326_R	DENV3_12_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	matK-1326_R
11	DENV3_12_LEFT_F_DENV1_22_RIGHT_R	DENV3_12_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_22_RIGHT_R
83	DENV3_12_LEFT_F_DENV1_27_RIGHT_R	DENV3_12_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_27_RIGHT_R
66	DENV3_12_LEFT_F_DENV3_26_RIGHT_R	DENV3_12_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_26_RIGHT_R
91	DENV3_12_LEFT_F_DENV4_26_RIGHT_R	DENV3_12_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_26_RIGHT_R
12	DENV3_12_LEFT_F_Den2_R8023_R	DENV3_12_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	Den2_R8023_R
17	DENV3_12_LEFT_F_6_R	DENV3_12_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	6_R
55	DENV3_12_LEFT_F_Reverse_R	DENV3_12_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	Reverse_R
34	DENV3_12_LEFT_F_DENV2_4_RIGHT_R	DENV3_12_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_4_RIGHT_R
62	DENV3_12_LEFT_F_DENV3_4_RIGHT_R	DENV3_12_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_4_RIGHT_R
62	DENV3_13_LEFT_F_DENV1_12_RIGHT_R	DENV3_13_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV1_12_RIGHT_R
84	DENV3_13_LEFT_F_DENV3_12_RIGHT_R	DENV3_13_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_12_RIGHT_R
57	DENV3_13_LEFT_F_DENV1_29_RIGHT_R	DENV3_13_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_29_RIGHT_R
40	DENV3_13_LEFT_F_DEN4_reverse_R	DENV3_13_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN4_reverse_R
11	DENV3_13_LEFT_F_CYD1_R	DENV3_13_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	CYD1_R
64	DENV3_14_LEFT_F_DENV3_2_RIGHT_R	DENV3_14_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_2_RIGHT_R
85	DENV3_14_LEFT_F_DENV4_RN_R2_R	DENV3_14_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_RN_R2_R
15	DENV3_14_LEFT_F_GRP78_R	DENV3_14_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	GRP78_R
72	DENV3_14_LEFT_F_CYD1_R	DENV3_14_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	CYD1_R
73	DENV3_14_LEFT_F_DENV3_13_RIGHT_R	DENV3_14_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_13_RIGHT_R
7	DENV3_14_LEFT_F_D1_R	DENV3_14_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	D1_R
71	DENV3_14_LEFT_F_REV644-665_R	DENV3_14_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	REV644-665_R
90	DENV3_14_LEFT_F_D2_R	DENV3_14_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D2_R
31	DENV3_14_LEFT_F_DENV1_6_RIGHT_R	DENV3_14_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_6_RIGHT_R
53	DENV3_14_LEFT_F_DENV1_7_RIGHT_R	DENV3_14_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_7_RIGHT_R
14	DENV3_14_LEFT_F_DENV1_8_R	DENV3_14_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_8_R
70	DENV3_14_LEFT_F_DENV2_R	DENV3_14_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_R
78	DENV3_15_LEFT_F_D1_R	DENV3_15_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	D1_R
85	DENV3_15_LEFT_F_DEN4_CC_B_R	DENV3_15_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN4_CC_B_R
82	DENV3_15_LEFT_F_Den3_R8037_R	DENV3_15_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	Den3_R8037_R
98	DENV3_15_LEFT_F_D4C_R	DENV3_15_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	D4C_R
52	DENV3_15_LEFT_F_DENV2_36_RIGHT_R	DENV3_15_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_36_RIGHT_R
72	DENV3_15_LEFT_F_DENV3_14_RIGHT_R	DENV3_15_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_14_RIGHT_R
69	DENV3_15_LEFT_F_D1_R	DENV3_15_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	D1_R
40	DENV3_15_LEFT_F_DENV4_23_RIGHT_R	DENV3_15_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_23_RIGHT_R
73	DENV3_16_LEFT_F_DENV3_15_RIGHT_R	DENV3_16_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_15_RIGHT_R
73	DENV3_16_LEFT_F_DENV3_15_RIGHT_R	DENV3_16_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_15_RIGHT_R
61	DENV3_16_LEFT_F_Den2_R2876_R	DENV3_16_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	Den2_R2876_R
84	DENV3_16_LEFT_F_NS3-2-I_R	DENV3_16_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	NS3-2-I_R
86	DENV3_16_LEFT_F_DEN1_reverse_R	DENV3_16_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DEN1_reverse_R
63	DENV3_16_LEFT_F_DENV2_27_RIGHT_R	DENV3_16_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_27_RIGHT_R
27	DENV3_16_LEFT_F_DENV4_15_RIGHT_R	DENV3_16_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_15_RIGHT_R
15	DENV3_16_LEFT_F_d4a6_R	DENV3_16_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	d4a6_R
64	DENV3_17_LEFT_F_DENV3_16_RIGHT_R	DENV3_17_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_16_RIGHT_R
64	DENV3_17_LEFT_F_DENV3_16_RIGHT_R	DENV3_17_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_16_RIGHT_R
52	DENV3_17_LEFT_F_DEN2_CC_5_R	DENV3_17_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DEN2_CC_5_R
64	DENV3_17_LEFT_F_DENV3_16_RIGHT_R	DENV3_17_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_16_RIGHT_R
31	DENV3_17_LEFT_F_Cebeof_3_R	DENV3_17_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	Cebeof_3_R
69	DENV3_17_LEFT_F_DENV1_2_RIGHT_R	DENV3_17_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_2_RIGHT_R
54	DENV3_17_LEFT_F_DENV2_2_RIGHT_R	DENV3_17_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV2_2_RIGHT_R
83	DENV3_17_LEFT_F_DENV4_32_RIGHT_R	DENV3_17_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_32_RIGHT_R
21	DENV3_17_LEFT_F_D1_R	DENV3_17_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D1_R
24	DENV3_17_LEFT_F_D4_R	DENV3_17_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D4_R
67	DENV3_17_LEFT_F_DencomR2_R	DENV3_17_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DencomR2_R
42	DENV3_18_LEFT_F_DENV2_23_RIGHT_R	DENV3_18_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_23_RIGHT_R
80	DENV3_18_LEFT_F_DENV3_17_RIGHT_R	DENV3_18_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_17_RIGHT_R
29	DENV3_18_LEFT_F_DEN3_CC_3_R	DENV3_18_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DEN3_CC_3_R
69	DENV3_18_LEFT_F_2_R	DENV3_18_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	2_R
74	DENV3_18_LEFT_F_DENV1_18_RIGHT_R	DENV3_18_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_18_RIGHT_R
79	DENV3_18_LEFT_F_DENV2_19_RIGHT_R	DENV3_18_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV2_19_RIGHT_R
74	DENV3_18_LEFT_F_DENV4_17_RIGHT_R	DENV3_18_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV4_17_RIGHT_R
71	DENV3_18_LEFT_F_D1_R	DENV3_18_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	D1_R
44	DENV3_18_LEFT_F_Den1_R5391_R	DENV3_18_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	Den1_R5391_R
80	DENV3_18_LEFT_F_DENV3_17_RIGHT_R	DENV3_18_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_17_RIGHT_R
52	DENV3_18_LEFT_F_D4_R	DENV3_18_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	D4_R
16	DENV3_18_LEFT_F_DENV2_RN_R1_R	DENV3_18_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2_RN_R1_R
29	DENV3_18_LEFT_F_DEN3_CC_3_R	DENV3_18_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DEN3_CC_3_R
71	DENV3_18_LEFT_F_DEN-2_C_R	DENV3_18_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DEN-2_C_R
80	DENV3_18_LEFT_F_DENV3_17_RIGHT_R	DENV3_18_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_17_RIGHT_R
29	DENV3_18_LEFT_F_DEN3_CC_3_R	DENV3_18_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DEN3_CC_3_R
87	DENV3_18_LEFT_F_DSP2(-)_R	DENV3_18_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DSP2(-)_R
56	DENV3_19_LEFT_F_DENV3_18_RIGHT_R	DENV3_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_18_RIGHT_R
47	DENV3_19_LEFT_F_Den2_R2876_R	DENV3_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Den2_R2876_R
12	DENV3_19_LEFT_F_Den3_R5517_R	DENV3_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	Den3_R5517_R
64	DENV3_19_LEFT_F_NS3-1-O_R	DENV3_19_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	NS3-1-O_R
58	DENV3_19_LEFT_F_DENV1_16_RIGHT_R	DENV3_19_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_16_RIGHT_R
12	DENV3_19_LEFT_F_Den3_R5517_R	DENV3_19_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	Den3_R5517_R
12	DENV3_19_LEFT_F_Den4_R5525_R	DENV3_19_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	Den4_R5525_R
56	DENV3_19_LEFT_F_DENV3_18_RIGHT_R	DENV3_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_18_RIGHT_R
12	DENV3_19_LEFT_F_Den3_R5517_R	DENV3_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	Den3_R5517_R
12	DENV3_19_LEFT_F_Den4_R5525_R	DENV3_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	Den4_R5525_R
64	DENV3_19_LEFT_F_NS3-1-O_R	DENV3_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	NS3-1-O_R
37	DENV3_19_LEFT_F_DENV2qPCR_R	DENV3_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV2qPCR_R
24	DENV3_19_LEFT_F_TM_R	DENV3_19_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	TM_R
6	DENV3_19_LEFT_F_DENV1_27_RIGHT_R	DENV3_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV1_27_RIGHT_R
56	DENV3_19_LEFT_F_DENV3_18_RIGHT_R	DENV3_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV3_18_RIGHT_R
12	DENV3_19_LEFT_F_Den3_R5517_R	DENV3_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Den3_R5517_R
12	DENV3_19_LEFT_F_Den4_R5525_R	DENV3_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	Den4_R5525_R
64	DENV3_19_LEFT_F_NS3-1-O_R	DENV3_19_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	NS3-1-O_R
97	DENV3_20_LEFT_F_DENV2_36_RIGHT_R	DENV3_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV2_36_RIGHT_R
67	DENV3_20_LEFT_F_DENV3_19_RIGHT_R	DENV3_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_19_RIGHT_R
98	DENV3_20_LEFT_F_DENV3_SP4_R	DENV3_20_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_SP4_R
20	DENV3_20_LEFT_F_DENV3_9_RIGHT_R	DENV3_20_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_9_RIGHT_R
67	DENV3_20_LEFT_F_DENV3_19_RIGHT_R	DENV3_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	DENV3_19_RIGHT_R
78	DENV3_20_LEFT_F_D4_R	DENV3_20_LEFT_F	GCF_000866625.1_ViralProj15598_genomic	D4_R
33	DENV3_20_LEFT_F_DENV4_4_RIGHT_R	DENV3_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	DENV4_4_RIGHT_R
83	DENV3_20_LEFT_F_D1_R	DENV3_20_LEFT_F	GCF_000871845.1_ViralProj20183_genomic	D1_R
29	DENV3_21_LEFT_F_DENV3_1_RIGHT_R	DENV3_21_LEFT_F	GCF_000862125.1_ViralProj15306_genomic	DENV3_1_RIGHT_R
4	DENV3_21_LEFT_F_1G1P1_R	DENV3_21_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	1G1P1_R
7	DENV3_21_LEFT_F_1G1P1_R	DENV3_21_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	1G1P1_R
15	DENV3_21_LEFT_F_DENV1_31_RIGHT_R	DENV3_21_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV1_31_RIGHT_R
26	DENV3_21_LEFT_F_DENV3_35_RIGHT_R	DENV3_21_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV3_35_RIGHT_R
3	DENV3_21_LEFT_F_DENV_R1-3_R	DENV3_21_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV_R1-3_R
3	DENV3_21_LEFT_F_DENV_R4_R	DENV3_21_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DENV_R4_R
41	DENV3_21_LEFT_F_Den4_R10653_R	DENV3_21_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	Den4_R10653_R
21	DENV3_21_LEFT_F_DV.L2_R	DENV3_21_LEFT_F	GCF_000865065.1_ViralProj15599_genomic	DV.L2_R
